Input #1,Input #2,Output #1,Output #2,Output #3
5x Flaming Spider (U33),5x Cod (C5),1x Bruiser (U36),1x Night Squid (C8),2x Mist (C2)
5x Flaming Spider (U33),5x Phanflare (C7),1x Bruiser (U36),1x Hideonleaf (C10),2x Grove (C1)
5x Flaming Spider (U33),5x Night Squid (C8),1x Bruiser (U36),1x Verdant (C11),2x Mist (C2)
5x Flaming Spider (U33),5x Lapis Zombie (C9),1x Bruiser (U36),2x Flash (C3),
5x Flaming Spider (U33),5x Hideonleaf (C10),1x Bruiser (U36),1x Mudworm (C25),2x Grove (C1)
5x Flaming Spider (U33),5x Verdant (C11),1x Bruiser (U36),1x Sea Archer (C14),2x Mist (C2)
5x Flaming Spider (U33),5x Chill (C12),1x Bruiser (U36),2x Flash (C3),
5x Flaming Spider (U33),5x Sea Archer (C14),1x Bruiser (U36),1x Birries (C17),2x Mist (C2)
5x Flaming Spider (U33),5x Voracious Spider (C15),1x Bruiser (U36),2x Flash (C3),
5x Flaming Spider (U33),5x Hideongift (C16),1x Bruiser (U36),1x Mudworm (C25),2x Grove (C1)
5x Flaming Spider (U33),5x Birries (C17),1x Bruiser (U36),1x Tadgang (C20),2x Mist (C2)
5x Flaming Spider (U33),5x Tank Zombie (C18),1x Bruiser (U36),2x Flash (C3),
5x Flaming Spider (U33),5x Crow (C19),1x Bruiser (U36),1x Mudworm (C25),2x Kiwi (U34)
5x Flaming Spider (U33),2x Tadgang (C20),1x Bruiser (U36),1x Coralot (C23),2x Rana (U39)
5x Flaming Spider (U33),5x Zealot (C21),1x Bruiser (U36),2x Flash (C3),
5x Flaming Spider (U33),5x Coralot (C23),1x Bruiser (U36),2x Mist (C2),
5x Flaming Spider (U33),5x Harpy (C24),1x Bruiser (U36),2x Kiwi (U34),2x Flash (C3)
5x Flaming Spider (U33),5x Mudworm (C25),1x Bruiser (U36),2x Grove (C1),
5x Flaming Spider (U33),5x Golden Ghoul (C27),1x Bruiser (U36),2x Flash (C3),
5x Flaming Spider (U33),5x Azure (C29),1x Bruiser (U36),2x Flash (C3),
5x Flaming Spider (U33),5x Bezal (C30),1x Bruiser (U36),2x Flash (C3),
5x Flaming Spider (U33),5x Yog (C33),1x Bruiser (U36),2x Flash (C3),
5x Flaming Spider (U33),5x Boreal Owl (C34),1x Bruiser (U36),2x Kiwi (U34),2x Grove (C1)
5x Flaming Spider (U33),2x Newt (C35),1x Bruiser (U36),2x Mist (C2),
5x Flaming Spider (U33),5x Miner Zombie (C36),1x Bruiser (U36),2x Troglobyte (U6),2x Flash (C3)
5x Flaming Spider (U33),2x Bramble (U1),1x Bruiser (U36),1x Pest (U10),
5x Flaming Spider (U33),2x Tide (U2),1x Bruiser (U36),1x Mossybit (U11),
5x Flaming Spider (U33),2x Quake (U3),1x Rain Slime (U12),,
5x Flaming Spider (U33),5x Sparrow (U4),1x Bruiser (U36),1x Pest (U10),2x Kiwi (U34)
5x Flaming Spider (U33),5x Goldfin (U5),1x Bruiser (U36),1x Mossybit (U11),
5x Flaming Spider (U33),5x Troglobyte (U6),1x Rain Slime (U12),2x Quartzfang (R33),
5x Flaming Spider (U33),5x Hideoncave (U7),1x Bruiser (U36),1x Pest (U10),2x Hideongift (C16)
5x Flaming Spider (U33),2x Salamander (U8),1x Bruiser (U36),1x Mossybit (U11),
5x Flaming Spider (U33),2x Cuboa (U9),1x Rain Slime (U12),2x Viper (U21),
5x Flaming Spider (U33),5x Pest (U10),1x Bruiser (U36),1x Bambuleaf (U25),
5x Flaming Spider (U33),2x Mossybit (U11),1x Bruiser (U36),1x Salmon (U20),2x Rana (U39)
5x Flaming Spider (U33),5x Rain Slime (U12),1x Seer (U15),,
5x Flaming Spider (U33),5x Seer (U15),1x Obsidian Defender (U18),,
5x Flaming Spider (U33),5x Heron (U16),1x Bruiser (U36),1x Bambuleaf (U25),2x Kiwi (U34)
5x Flaming Spider (U33),5x Obsidian Defender (U18),1x Zombie Soldier (U24),,
5x Flaming Spider (U33),5x Salmon (U20),1x Bruiser (U36),1x Ent (U29),
5x Flaming Spider (U33),2x Viper (U21),1x Zombie Soldier (U24),2x Python (R9),
5x Flaming Spider (U33),5x Praying Mantis (U22),1x Bruiser (U36),1x Bambuleaf (U25),
5x Flaming Spider (U33),5x Zombie Soldier (U24),1x Sycophant (U27),,
5x Flaming Spider (U33),5x Bambuleaf (U25),1x Bruiser (U36),1x Mochibear (U31),2x Bambloom (R4)
5x Flaming Spider (U33),5x Sycophant (U27),1x Soul of the Alpha (U30),,
5x Flaming Spider (U33),5x Seagull (U28),1x Bruiser (U36),1x Mochibear (U31),2x Kiwi (U34)
5x Flaming Spider (U33),5x Ent (U29),1x Bruiser (U36),1x Magma Slug (U32),
5x Flaming Spider (U33),5x Soul of the Alpha (U30),1x Bruiser (U36),,
5x Flaming Spider (U33),5x Mochibear (U31),1x Bruiser (U36),2x Bambloom (R4),
5x Flaming Spider (U33),5x Magma Slug (U32),1x Bruiser (U36),1x Stridersurfer (U38),
5x Flaming Spider (U33),5x Flaming Spider (U33),1x Bruiser (U36),,
5x Flaming Spider (U33),5x Kiwi (U34),1x Bruiser (U36),2x Harpy (C24),2x Boreal Owl (C34)
5x Flaming Spider (U33),5x Stridersurfer (U38),1x Bruiser (U36),,
5x Flaming Spider (U33),5x Termite (U40),1x Bruiser (U36),,
5x Flaming Spider (U33),2x Sylvan (R1),1x Bruiser (U36),1x Beaconmite (R7),2x Quake (U3)
5x Flaming Spider (U33),2x Cascade (R2),1x Bruiser (U36),1x Piranha (R11),2x Quake (U3)
5x Flaming Spider (U33),2x Bolt (R3),1x Glacite Walker (R6),2x Quake (U3),
5x Flaming Spider (U33),5x Bambloom (R4),1x Bruiser (U36),1x Beaconmite (R7),2x Quake (U3)
5x Flaming Spider (U33),2x Toad (R5),1x Bruiser (U36),1x Piranha (R11),2x Quake (U3)
5x Flaming Spider (U33),5x Glacite Walker (R6),1x Drowned (R18),2x Quake (U3),
5x Flaming Spider (U33),5x Beaconmite (R7),1x Bruiser (U36),1x Invisibug (R10),2x Quake (U3)
5x Flaming Spider (U33),2x Lizard King (R8),1x Bruiser (U36),1x Piranha (R11),2x Quake (U3)
5x Flaming Spider (U33),2x Python (R9),1x Drowned (R18),2x King Cobra (R54),2x Quake (U3)
5x Flaming Spider (U33),5x Invisibug (R10),1x Bruiser (U36),1x Dreadwing (R49),2x Quake (U3)
5x Flaming Spider (U33),5x Piranha (R11),1x Bruiser (U36),1x Abyssal Lanternfish (R23),2x Quake (U3)
5x Flaming Spider (U33),5x Hideongeon (R13),1x Bruiser (U36),1x Dreadwing (R49),2x Quake (U3)
5x Flaming Spider (U33),5x Lapis Skeleton (R15),1x Drowned (R18),2x Lapis Creeper (L12),2x Quake (U3)
5x Flaming Spider (U33),5x Cropeetle (R16),1x Bruiser (U36),1x Dreadwing (R49),2x Quake (U3)
5x Flaming Spider (U33),5x Drowned (R18),1x Star Sentry (R21),2x Quake (U3),
5x Flaming Spider (U33),5x Star Sentry (R21),1x Arachne (R24),2x Quake (U3),
5x Flaming Spider (U33),5x Hideondra (R22),1x Bruiser (U36),1x Dreadwing (R49),2x Quake (U3)
5x Flaming Spider (U33),5x Abyssal Lanternfish (R23),1x Bruiser (U36),1x Silentdepth (R29),2x Quake (U3)
5x Flaming Spider (U33),5x Arachne (R24),1x Revenant (R27),2x Quake (U3),
5x Flaming Spider (U33),5x Bitbug (R25),1x Bruiser (U36),1x Dreadwing (R49),2x Quake (U3)
5x Flaming Spider (U33),5x Revenant (R27),1x Skeletor (R30),2x Quake (U3),
5x Flaming Spider (U33),5x Silentdepth (R29),1x Bruiser (U36),1x Snowfin (R35),2x Quake (U3)
5x Flaming Spider (U33),5x Skeletor (R30),1x Thyst (R31),2x Quake (U3),
5x Flaming Spider (U33),5x Thyst (R31),1x Kada Knight (R36),2x Quake (U3),2x Troglobyte (U6)
5x Flaming Spider (U33),5x Quartzfang (R33),1x Kada Knight (R36),2x Stalagmight (R51),2x Quake (U3)
5x Flaming Spider (U33),5x Hideonring (R34),1x Bruiser (U36),1x Dreadwing (R49),2x Quake (U3)
5x Flaming Spider (U33),5x Snowfin (R35),1x Bruiser (U36),1x Carrot King (R38),2x Quake (U3)
5x Flaming Spider (U33),5x Kada Knight (R36),1x Wither Specter (R39),2x Quake (U3),
5x Flaming Spider (U33),5x Carrot King (R38),1x Bruiser (U36),1x Lumisquid (R44),2x Quake (U3)
5x Flaming Spider (U33),5x Wither Specter (R39),1x Matcho (R42),2x Quake (U3),
5x Flaming Spider (U33),5x Matcho (R42),1x Crocodile (R45),2x Quake (U3),
5x Flaming Spider (U33),5x Ladybug (R43),1x Bruiser (U36),1x Dreadwing (R49),2x Quake (U3)
5x Flaming Spider (U33),5x Lumisquid (R44),1x Bruiser (U36),1x Joydive (R50),2x Quake (U3)
5x Flaming Spider (U33),2x Crocodile (R45),1x Draconic (R57),2x Quake (U3),
5x Flaming Spider (U33),2x Bullfrog (R46),1x Bruiser (U36),1x Joydive (R50),2x Quake (U3)
5x Flaming Spider (U33),5x Dreadwing (R49),1x Bruiser (U36),1x Fungloom (R52),2x Quake (U3)
5x Flaming Spider (U33),5x Joydive (R50),1x Bruiser (U36),1x Eel (R53),2x Quake (U3)
5x Flaming Spider (U33),5x Stalagmight (R51),1x Draconic (R57),2x Quake (U3),2x Troglobyte (U6)
5x Flaming Spider (U33),5x Fungloom (R52),1x Bruiser (U36),2x Quake (U3),2x Troglobyte (U6)
5x Flaming Spider (U33),2x Eel (R53),1x Bruiser (U36),1x Lava Flame (R56),2x Quake (U3)
5x Flaming Spider (U33),2x King Cobra (R54),1x Draconic (R57),2x Quake (U3),
5x Flaming Spider (U33),5x Lava Flame (R56),1x Bruiser (U36),1x Inferno Koi (R59),2x Quake (U3)
5x Flaming Spider (U33),5x Draconic (R57),1x Wither (R60),2x Quake (U3),
5x Flaming Spider (U33),5x Falcon (R58),1x Bruiser (U36),2x Quake (U3),2x Kiwi (U34)
5x Flaming Spider (U33),5x Inferno Koi (R59),1x Bruiser (U36),2x Quake (U3),
5x Flaming Spider (U33),5x Wither (R60),2x Quake (U3),,
5x Flaming Spider (U33),2x Gecko (R61),1x Bruiser (U36),2x Quake (U3),
5x Flaming Spider (U33),2x Terra (E1),1x Bruiser (U36),1x XYZ (E34),2x Quake (U3)
5x Flaming Spider (U33),2x Cryo (E2),1x Bruiser (U36),1x Water Hydra (E17),2x Quake (U3)
5x Flaming Spider (U33),2x Aero (E3),1x Thorn (E12),2x Quake (U3),
5x Flaming Spider (U33),5x Pandarai (E4),1x Bruiser (U36),1x XYZ (E34),2x Bambloom (R4)
5x Flaming Spider (U33),2x Leviathan (E5),1x Bruiser (U36),1x Water Hydra (E17),2x Quake (U3)
5x Flaming Spider (U33),2x Alligator (E6),1x Thorn (E12),2x Quake (U3),
5x Flaming Spider (U33),2x Fenlord (E7),1x Bruiser (U36),1x Water Hydra (E17),2x Quake (U3)
5x Flaming Spider (U33),2x Basilisk (E9),1x Thorn (E12),2x Quake (U3),
5x Flaming Spider (U33),2x Iguana (E10),1x Bruiser (U36),1x XYZ (E34),2x Quake (U3)
5x Flaming Spider (U33),2x Moray Eel (E11),1x Bruiser (U36),1x Water Hydra (E17),2x Quake (U3)
5x Flaming Spider (U33),5x Thorn (E12),1x Bal (E15),2x Quake (U3),
5x Flaming Spider (U33),5x Lunar Moth (E13),1x Bruiser (U36),1x XYZ (E34),2x Firefly (E31)
5x Flaming Spider (U33),2x Fire Eel (E14),1x Bruiser (U36),1x Water Hydra (E17),2x Quake (U3)
5x Flaming Spider (U33),5x Bal (E15),1x Flare (E18),2x Quake (U3),2x Troglobyte (U6)
5x Flaming Spider (U33),5x Hideonsack (E16),1x Bruiser (U36),1x XYZ (E34),2x Quake (U3)
5x Flaming Spider (U33),5x Water Hydra (E17),1x Bruiser (U36),1x Sea Emperor (E20),2x Quake (U3)
5x Flaming Spider (U33),5x Flare (E18),1x Prince (E21),2x Quake (U3),
5x Flaming Spider (U33),5x Sea Emperor (E20),1x Bruiser (U36),1x Shellwise (E26),2x Quake (U3)
5x Flaming Spider (U33),5x Prince (E21),1x Mimic (E24),2x Quake (U3),
5x Flaming Spider (U33),2x Komodo Dragon (E22),1x Bruiser (U36),1x XYZ (E34),2x Quake (U3)
5x Flaming Spider (U33),5x Mimic (E24),1x Barbarian Duke X (E27),2x Quake (U3),
5x Flaming Spider (U33),2x Shellwise (E26),1x Bruiser (U36),2x Quake (U3),
5x Flaming Spider (U33),5x Barbarian Duke X (E27),1x Hellwisp (E29),2x Quake (U3),
5x Flaming Spider (U33),5x Toucan (E28),1x Bruiser (U36),1x XYZ (E34),2x Quake (U3)
5x Flaming Spider (U33),5x Hellwisp (E29),1x Ghost (E33),2x Quake (U3),
5x Flaming Spider (U33),2x Caiman (E30),1x Ghost (E33),2x Quake (U3),
5x Flaming Spider (U33),5x Firefly (E31),1x Bruiser (U36),1x XYZ (E34),2x Quake (U3)
5x Flaming Spider (U33),2x Sea Serpent (E32),1x Bruiser (U36),2x Quake (U3),
5x Flaming Spider (U33),5x Ghost (E33),2x Quake (U3),2x Troglobyte (U6),
5x Flaming Spider (U33),5x XYZ (E34),1x Bruiser (U36),2x Quake (U3),
5x Flaming Spider (U33),2x Leatherback (E35),1x Bruiser (U36),2x Quake (U3),
5x Flaming Spider (U33),5x Cavernshade (E36),2x Quake (U3),2x Troglobyte (U6),
5x Flaming Spider (U33),5x Dragonfly (E37),1x Bruiser (U36),2x Quake (U3),
5x Flaming Spider (U33),2x Tenebris (L1),1x Bruiser (U36),1x Cinderbat (L28),2x Quake (U3)
5x Flaming Spider (U33),2x Blizzard (L2),1x Bruiser (U36),1x Spike (L14),2x Quake (U3)
5x Flaming Spider (U33),2x Tempest (L3),1x Endstone Protector (L9),2x Quake (U3),
5x Flaming Spider (U33),2x Chameleon (L4),1x Kiwi (U34),1x Sylvan (R1),1x Bruiser (U36)
5x Flaming Spider (U33),2x Tiamat (L6),1x Endstone Protector (L9),2x Quake (U3),
5x Flaming Spider (U33),2x Wyvern (L7),1x Bruiser (U36),1x Cinderbat (L28),2x Quake (U3)
5x Flaming Spider (U33),2x Tortoise (L8),1x Bruiser (U36),1x Spike (L14),2x Quake (U3)
5x Flaming Spider (U33),5x Endstone Protector (L9),1x Kraken (L15),2x Quake (U3),
5x Flaming Spider (U33),2x Naga (L11),1x Bruiser (U36),1x Spike (L14),2x Quake (U3)
5x Flaming Spider (U33),5x Lapis Creeper (L12),1x Kraken (L15),2x Quake (U3),
5x Flaming Spider (U33),5x Wartybug (L13),1x Bruiser (U36),1x Cinderbat (L28),2x Quake (U3)
5x Flaming Spider (U33),5x Spike (L14),1x Bruiser (U36),1x Taurus (L17),2x Quake (U3)
5x Flaming Spider (U33),5x Kraken (L15),1x Burningsoul (L27),2x Quake (U3),
5x Flaming Spider (U33),5x Taurus (L17),1x Bruiser (U36),1x Shinyfish (L23),2x Quake (U3)
5x Flaming Spider (U33),5x Daemon (L18),1x Burningsoul (L27),2x Quake (U3),
5x Flaming Spider (U33),5x Moltenfish (L20),1x Bruiser (U36),1x Shinyfish (L23),2x Quake (U3)
5x Flaming Spider (U33),5x Shinyfish (L23),1x Bruiser (U36),1x Lord Jawbus (L26),2x Quake (U3)
5x Flaming Spider (U33),5x Ananke (L24),1x Burningsoul (L27),2x Quake (U3),2x Kiwi (U34)
5x Flaming Spider (U33),5x Hideonbox (L25),1x Bruiser (U36),1x Cinderbat (L28),2x Quake (U3)
5x Flaming Spider (U33),5x Lord Jawbus (L26),1x Bruiser (U36),2x Quake (U3),
5x Flaming Spider (U33),5x Burningsoul (L27),1x Power Dragon (L30),2x Quake (U3),
5x Flaming Spider (U33),5x Cinderbat (L28),1x Bruiser (U36),2x Quake (U3),
5x Flaming Spider (U33),2x Megalith (L29),1x Bruiser (U36),2x Quake (U3),
5x Flaming Spider (U33),5x Power Dragon (L30),1x Apex Dragon (L33),2x Quake (U3),
5x Flaming Spider (U33),5x Condor (L31),1x Bruiser (U36),2x Quake (U3),2x Kiwi (U34)
5x Flaming Spider (U33),5x Sun Fish (L32),1x Bruiser (U36),2x Quake (U3),
5x Flaming Spider (U33),5x Apex Dragon (L33),2x Quake (U3),,
5x Flaming Spider (U33),5x Dodo (L34),1x Bruiser (U36),2x Quake (U3),2x Kiwi (U34)
5x Flaming Spider (U33),5x Jormung (L36),2x Quake (U3),,
5x Flaming Spider (U33),5x Etherdrake (L39),2x Quake (U3),,
5x Flaming Spider (U33),5x Galaxy Fish (L41),1x Bruiser (U36),2x Quake (U3),
5x Flaming Spider (U33),5x Molthorn (L42),2x Quake (U3),,
5x Flaming Spider (U33),2x Starborn (L44),2x Quake (U3),,
5x Kiwi (U34),2x Grove (C1),2x Boreal Owl (C34),,
5x Kiwi (U34),2x Mist (C2),1x Cod (C5),2x Boreal Owl (C34),
5x Kiwi (U34),2x Flash (C3),1x Lapis Zombie (C9),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),5x Phanpyre (C4),2x Grove (C1),2x Boreal Owl (C34),
5x Kiwi (U34),5x Cod (C5),1x Night Squid (C8),2x Mist (C2),2x Boreal Owl (C34)
5x Kiwi (U34),5x Phanflare (C7),2x Grove (C1),2x Boreal Owl (C34),
5x Kiwi (U34),5x Night Squid (C8),1x Verdant (C11),2x Mist (C2),2x Boreal Owl (C34)
5x Kiwi (U34),5x Lapis Zombie (C9),1x Chill (C12),2x Flash (C3),2x Harpy (C24)
5x Kiwi (U34),5x Hideonleaf (C10),2x Grove (C1),2x Hideongift (C16),2x Boreal Owl (C34)
5x Kiwi (U34),5x Verdant (C11),1x Sea Archer (C14),2x Mist (C2),2x Boreal Owl (C34)
5x Kiwi (U34),5x Chill (C12),1x Voracious Spider (C15),2x Flash (C3),2x Harpy (C24)
5x Kiwi (U34),5x Sea Archer (C14),1x Birries (C17),2x Mist (C2),2x Boreal Owl (C34)
5x Kiwi (U34),5x Voracious Spider (C15),1x Tank Zombie (C18),2x Flash (C3),2x Harpy (C24)
5x Kiwi (U34),5x Hideongift (C16),2x Grove (C1),2x Boreal Owl (C34),
5x Kiwi (U34),5x Birries (C17),1x Tadgang (C20),2x Mist (C2),2x Boreal Owl (C34)
5x Kiwi (U34),5x Tank Zombie (C18),1x Zealot (C21),2x Flash (C3),2x Harpy (C24)
5x Kiwi (U34),5x Crow (C19),2x Grove (C1),2x Boreal Owl (C34),
5x Kiwi (U34),2x Tadgang (C20),1x Coralot (C23),2x Toad (R5),2x Mossybit (U11)
5x Kiwi (U34),5x Zealot (C21),1x Golden Ghoul (C27),2x Flash (C3),2x Harpy (C24)
5x Kiwi (U34),5x Coralot (C23),2x Mist (C2),2x Boreal Owl (C34),
5x Kiwi (U34),5x Harpy (C24),1x Golden Ghoul (C27),2x Flash (C3),2x Boreal Owl (C34)
5x Kiwi (U34),5x Mudworm (C25),2x Grove (C1),2x Boreal Owl (C34),
5x Kiwi (U34),5x Golden Ghoul (C27),1x Azure (C29),2x Flash (C3),2x Harpy (C24)
5x Kiwi (U34),5x Azure (C29),1x Bezal (C30),2x Flash (C3),2x Harpy (C24)
5x Kiwi (U34),5x Bezal (C30),1x Yog (C33),2x Flash (C3),2x Harpy (C24)
5x Kiwi (U34),5x Yog (C33),1x Miner Zombie (C36),2x Flash (C3),2x Harpy (C24)
5x Kiwi (U34),5x Boreal Owl (C34),2x Grove (C1),,
5x Kiwi (U34),2x Newt (C35),2x Mist (C2),2x Boreal Owl (C34),
5x Kiwi (U34),5x Miner Zombie (C36),2x Flash (C3),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),2x Bramble (U1),1x Pest (U10),2x Boreal Owl (C34),
5x Kiwi (U34),2x Tide (U2),1x Mossybit (U11),2x Boreal Owl (C34),
5x Kiwi (U34),2x Quake (U3),1x Rain Slime (U12),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),5x Sparrow (U4),1x Pest (U10),2x Boreal Owl (C34),
5x Kiwi (U34),5x Goldfin (U5),1x Mossybit (U11),2x Boreal Owl (C34),
5x Kiwi (U34),5x Troglobyte (U6),1x Rain Slime (U12),2x Quartzfang (R33),2x Harpy (C24)
5x Kiwi (U34),5x Hideoncave (U7),1x Pest (U10),2x Hideongift (C16),2x Boreal Owl (C34)
5x Kiwi (U34),2x Salamander (U8),1x Mossybit (U11),2x Boreal Owl (C34),
5x Kiwi (U34),2x Cuboa (U9),1x Rain Slime (U12),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),5x Pest (U10),1x Bambuleaf (U25),2x Boreal Owl (C34),
5x Kiwi (U34),2x Mossybit (U11),1x Salmon (U20),2x Toad (R5),2x Boreal Owl (C34)
5x Kiwi (U34),5x Rain Slime (U12),1x Seer (U15),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),5x Seer (U15),1x Obsidian Defender (U18),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),5x Heron (U16),1x Bambuleaf (U25),2x Boreal Owl (C34),
5x Kiwi (U34),5x Obsidian Defender (U18),1x Zombie Soldier (U24),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),5x Salmon (U20),1x Ent (U29),2x Boreal Owl (C34),
5x Kiwi (U34),2x Viper (U21),1x Zombie Soldier (U24),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),5x Praying Mantis (U22),1x Bambuleaf (U25),2x Boreal Owl (C34),
5x Kiwi (U34),5x Zombie Soldier (U24),1x Sycophant (U27),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),5x Bambuleaf (U25),1x Mochibear (U31),2x Bambloom (R4),2x Boreal Owl (C34)
5x Kiwi (U34),5x Sycophant (U27),1x Soul of the Alpha (U30),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),5x Seagull (U28),1x Mochibear (U31),2x Boreal Owl (C34),
5x Kiwi (U34),5x Ent (U29),1x Magma Slug (U32),2x Boreal Owl (C34),
5x Kiwi (U34),5x Soul of the Alpha (U30),1x Flaming Spider (U33),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),5x Mochibear (U31),2x Bambloom (R4),2x Boreal Owl (C34),
5x Kiwi (U34),5x Magma Slug (U32),1x Stridersurfer (U38),2x Boreal Owl (C34),
5x Kiwi (U34),5x Flaming Spider (U33),1x Bruiser (U36),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),5x Kiwi (U34),2x Boreal Owl (C34),,
5x Kiwi (U34),5x Bruiser (U36),2x Harpy (C24),2x Boreal Owl (C34),
5x Kiwi (U34),5x Stridersurfer (U38),2x Boreal Owl (C34),,
5x Kiwi (U34),2x Rana (U39),2x Toad (R5),2x Harpy (C24),2x Boreal Owl (C34)
5x Kiwi (U34),5x Termite (U40),2x Cropeetle (R16),2x Boreal Owl (C34),
5x Kiwi (U34),2x Sylvan (R1),1x Beaconmite (R7),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),2x Cascade (R2),1x Piranha (R11),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),2x Bolt (R3),1x Glacite Walker (R6),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Bambloom (R4),1x Beaconmite (R7),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),2x Toad (R5),1x Piranha (R11),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Glacite Walker (R6),1x Drowned (R18),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Beaconmite (R7),1x Invisibug (R10),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),2x Lizard King (R8),1x Piranha (R11),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),2x Python (R9),1x Drowned (R18),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Invisibug (R10),1x Dreadwing (R49),2x Cropeetle (R16),2x Falcon (R58)
5x Kiwi (U34),5x Piranha (R11),1x Abyssal Lanternfish (R23),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Hideongeon (R13),1x Dreadwing (R49),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Lapis Skeleton (R15),1x Drowned (R18),2x Lapis Creeper (L12),2x Falcon (R58)
5x Kiwi (U34),5x Cropeetle (R16),1x Dreadwing (R49),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Drowned (R18),1x Star Sentry (R21),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Star Sentry (R21),1x Arachne (R24),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Hideondra (R22),1x Dreadwing (R49),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Abyssal Lanternfish (R23),1x Silentdepth (R29),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Arachne (R24),1x Revenant (R27),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Bitbug (R25),1x Dreadwing (R49),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Revenant (R27),1x Skeletor (R30),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Silentdepth (R29),1x Snowfin (R35),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Skeletor (R30),1x Thyst (R31),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Thyst (R31),1x Kada Knight (R36),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Quartzfang (R33),1x Kada Knight (R36),2x Stalagmight (R51),2x Falcon (R58)
5x Kiwi (U34),5x Hideonring (R34),1x Dreadwing (R49),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Snowfin (R35),1x Carrot King (R38),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Kada Knight (R36),1x Wither Specter (R39),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Carrot King (R38),1x Lumisquid (R44),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Wither Specter (R39),1x Matcho (R42),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Matcho (R42),1x Crocodile (R45),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Ladybug (R43),1x Dreadwing (R49),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Lumisquid (R44),1x Joydive (R50),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),2x Crocodile (R45),1x Draconic (R57),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),2x Bullfrog (R46),1x Joydive (R50),2x Toad (R5),2x Falcon (R58)
5x Kiwi (U34),5x Dreadwing (R49),1x Fungloom (R52),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Joydive (R50),1x Eel (R53),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Stalagmight (R51),1x Draconic (R57),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Fungloom (R52),2x Falcon (R58),2x Bramble (U1),2x Boreal Owl (C34)
5x Kiwi (U34),2x Eel (R53),1x Lava Flame (R56),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),2x King Cobra (R54),1x Draconic (R57),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Lava Flame (R56),1x Inferno Koi (R59),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Draconic (R57),1x Wither (R60),2x Falcon (R58),2x Bramble (U1)
5x Kiwi (U34),5x Falcon (R58),2x Bramble (U1),2x Boreal Owl (C34),
